time_in_cycles,T50,P30,Ps30,Nc,NRf,phi,BPR,W32,htBleed,RUL
133,1393.87,554.21,47.18,9060.79,2388.05,521.71,8.4054,23.2668,392,154
134,1406.2,553.88,47.17,9061.2,2388.02,521.95,8.381,23.3367,390,153
135,1404.56,554.52,47.34,9051.53,2388.03,522.13,8.4108,23.3992,392,152
136,1402.67,554.5,47.09,9056.59,2387.99,521.86,8.3889,23.4236,389,151
137,1406.79,554.42,47.39,9057.59,2388.0,522.21,8.369,23.3517,391,150
138,1398.95,555.03,47.16,9063.57,2388.04,521.73,8.4125,23.4346,392,149
139,1400.87,554.24,47.3,9057.55,2388.03,522.61,8.3919,23.4316,391,148
140,1403.14,554.86,47.32,9051.91,2387.95,522.49,8.4243,23.474,392,147
141,1403.25,554.7,47.43,9057.75,2388.05,522.5,8.4254,23.4038,393,146
142,1401.27,554.18,47.3,9060.33,2388.04,522.18,8.3936,23.4716,391,145
143,1400.49,554.05,47.3,9057.74,2388.05,521.73,8.423,23.4197,393,144
144,1401.21,553.96,47.32,9060.12,2388.01,522.11,8.3836,23.3494,392,143
145,1403.53,554.1,47.33,9059.1,2388.08,521.93,8.3967,23.5167,393,142
146,1405.09,554.25,47.3,9051.0,2388.04,522.0,8.4074,23.4017,391,141
147,1394.58,554.16,47.48,9055.27,2388.06,521.91,8.3896,23.3356,393,140
148,1398.3,554.32,47.31,9055.59,2388.06,522.57,8.4128,23.3971,393,139
149,1404.41,553.84,47.31,9057.81,2388.0,521.87,8.387,23.4024,391,138
150,1393.74,554.13,47.15,9056.95,2388.02,522.22,8.4175,23.2996,391,137
151,1398.31,553.66,47.33,9055.31,2388.04,522.28,8.4173,23.3831,390,136
152,1400.9,553.86,47.25,9052.6,2388.07,522.06,8.4123,23.3666,391,135
153,1397.52,553.78,47.29,9058.68,2388.07,521.82,8.4262,23.3222,392,134
154,1413.28,554.45,47.23,9055.03,2388.02,522.21,8.4161,23.4216,391,133
155,1397.45,553.84,47.23,9054.82,2388.07,521.91,8.4029,23.3634,392,132
156,1399.13,554.7,47.31,9057.22,2388.07,522.14,8.4075,23.3474,391,131
157,1400.63,553.71,47.45,9065.16,2388.06,522.25,8.4137,23.2225,394,130
158,1404.68,554.67,47.45,9057.68,2388.03,522.32,8.4324,23.422,392,129
159,1399.71,553.7,47.26,9058.8,2388.0,522.2,8.4138,23.3979,393,128
160,1409.72,554.65,47.46,9059.7,2388.05,521.96,8.4012,23.4119,393,127
161,1396.32,554.18,47.19,9057.22,2388.04,521.96,8.4601,23.4036,393,126
162,1401.23,553.95,47.42,9062.65,2388.01,522.09,8.3739,23.4045,392,125
163,1396.2,553.96,47.29,9059.47,2388.05,521.55,8.3904,23.4442,392,124
164,1405.5,554.31,47.32,9055.65,2388.04,521.74,8.4304,23.4381,391,123
165,1402.96,553.71,47.39,9060.97,2387.97,522.28,8.4068,23.4707,392,122
166,1394.26,553.71,47.43,9060.46,2388.01,521.96,8.4111,23.4352,392,121
167,1395.35,553.62,47.39,9056.24,2388.03,522.11,8.4261,23.3977,393,120
168,1404.01,554.32,47.3,9055.88,2388.04,521.89,8.4329,23.3787,391,119
169,1406.06,553.06,47.33,9059.37,2388.09,521.77,8.4214,23.3766,391,118
170,1405.93,553.84,47.35,9065.67,2388.07,522.36,8.4079,23.3532,394,117
171,1410.34,553.84,47.34,9060.51,2388.02,521.89,8.4027,23.287,392,116
172,1398.26,553.69,47.25,9055.7,2388.09,521.42,8.4109,23.3496,392,115
173,1403.22,554.64,47.27,9058.55,2388.05,521.4,8.4288,23.3576,392,114
174,1403.24,553.76,47.31,9066.4,2388.04,521.85,8.3994,23.3513,394,113
175,1398.37,554.01,47.45,9067.91,2388.08,522.2,8.417,23.3065,393,112
176,1405.47,554.15,47.22,9058.59,2388.07,521.54,8.4189,23.4372,392,111
177,1400.31,554.59,47.42,9057.99,2388.04,521.95,8.4153,23.3538,393,110
178,1404.39,553.83,47.56,9056.85,2388.07,521.97,8.3914,23.353,391,109
179,1399.3,553.86,47.37,9060.98,2388.03,522.48,8.4462,23.3329,394,108
180,1402.27,554.21,47.52,9058.3,2388.05,521.76,8.4404,23.3712,392,107
181,1399.24,554.29,47.27,9057.86,2388.01,522.19,8.4148,23.3777,393,106
182,1406.61,553.63,47.52,9069.4,2388.09,522.39,8.4072,23.2931,392,105
183,1406.15,554.35,47.24,9064.12,2388.06,521.84,8.4225,23.3851,392,104
184,1408.13,554.99,47.47,9067.28,2388.06,521.86,8.3996,23.4003,394,103
185,1407.11,554.53,47.23,9059.27,2388.05,522.22,8.42,23.2801,392,102
186,1404.35,554.42,47.47,9063.38,2388.16,521.82,8.4131,23.3416,393,101
187,1407.54,553.32,47.51,9060.97,2388.05,521.09,8.4101,23.3926,392,100
188,1402.72,554.26,47.37,9062.7,2388.04,522.34,8.4124,23.306,392,99
189,1403.09,554.03,47.42,9069.79,2388.04,521.7,8.4253,23.2923,393,98
190,1405.73,554.4,47.2,9059.23,2388.03,521.73,8.4128,23.2623,393,97
191,1407.64,553.42,47.4,9064.99,2388.05,521.92,8.4694,23.3507,393,96
192,1404.07,553.09,47.49,9071.88,2388.09,521.7,8.4309,23.3049,392,95
193,1399.59,553.54,47.3,9063.55,2388.08,521.16,8.4143,23.2606,393,94
194,1404.64,553.86,47.69,9065.99,2388.1,522.17,8.4304,23.3282,393,93
195,1410.18,553.22,47.32,9060.17,2388.07,521.92,8.4224,23.3326,393,92
196,1408.59,554.31,47.43,9054.2,2388.06,522.02,8.4614,23.3682,393,91
197,1403.29,554.07,47.36,9061.28,2388.06,521.47,8.4387,23.3426,390,90
198,1402.91,553.94,47.14,9059.21,2388.05,521.5,8.441,23.2813,392,89
199,1409.39,554.06,47.49,9061.54,2388.08,521.22,8.429,23.2433,394,88
200,1406.28,553.13,47.44,9065.78,2388.07,521.69,8.4143,23.4101,394,87
201,1400.92,554.25,47.44,9062.65,2388.1,521.88,8.4458,23.3551,392,86
202,1408.72,554.14,47.45,9070.71,2388.03,522.01,8.4287,23.1814,392,85
203,1410.33,553.2,47.58,9070.42,2388.12,521.41,8.4197,23.1596,393,84
204,1404.01,553.94,47.43,9064.87,2388.06,521.33,8.4779,23.3788,393,83
205,1409.11,552.83,47.42,9065.07,2388.09,521.48,8.4298,23.3266,393,82
206,1411.14,553.86,47.24,9059.13,2388.08,521.37,8.4086,23.3974,391,81
207,1402.94,553.06,47.39,9067.79,2388.04,521.55,8.4175,23.308,392,80
208,1407.93,553.09,47.51,9061.96,2388.11,521.64,8.458,23.2931,394,79
209,1409.2,553.66,47.43,9065.23,2388.11,520.72,8.4281,23.3362,391,78
210,1396.99,553.5,47.51,9064.68,2388.08,521.77,8.4317,23.2484,393,77
211,1409.23,552.47,47.48,9066.43,2388.08,521.67,8.452,23.2252,392,76
212,1406.43,553.32,47.51,9068.2,2388.16,521.74,8.461,23.2138,391,75
213,1407.38,554.04,47.56,9066.07,2388.05,521.65,8.4354,23.3246,392,74
214,1402.21,553.86,47.49,9062.68,2388.13,521.81,8.4428,23.2857,390,73
215,1411.63,553.75,47.57,9071.14,2388.09,521.02,8.4192,23.117,395,72
216,1408.68,553.01,47.53,9063.95,2388.06,522.19,8.452,23.3221,393,71
217,1407.97,553.22,47.51,9061.1,2388.08,521.29,8.4982,23.2658,392,70
218,1412.7,553.09,47.56,9070.12,2388.02,521.7,8.4763,23.2734,394,69
219,1412.91,553.28,47.71,9074.41,2388.12,521.74,8.46,23.371,393,68
220,1406.68,552.92,47.54,9068.44,2388.11,520.77,8.4123,23.3541,392,67
221,1408.21,553.77,47.47,9072.45,2388.11,521.46,8.4446,23.3309,394,66
222,1411.66,553.56,47.52,9068.24,2388.1,521.46,8.4414,23.3147,393,65
223,1406.28,553.91,47.62,9068.95,2388.12,520.84,8.4348,23.2077,393,64
224,1414.63,553.17,47.74,9070.23,2388.12,521.16,8.4495,23.2336,394,63
225,1409.87,553.96,47.67,9069.7,2388.15,521.33,8.4357,23.209,393,62
226,1408.9,553.45,47.46,9063.54,2388.11,521.59,8.4744,23.3575,394,61
227,1410.4,553.73,47.66,9070.71,2388.09,521.28,8.4472,23.2895,393,60
228,1406.88,553.35,47.46,9069.67,2388.1,521.18,8.4493,23.2553,394,59
229,1407.69,553.0,47.65,9071.15,2388.11,521.66,8.4447,23.1824,393,58
230,1412.71,553.43,47.69,9077.18,2388.09,520.94,8.4482,23.2213,394,57
231,1404.68,552.61,47.64,9071.48,2388.11,521.73,8.462,23.2847,394,56
232,1411.66,553.53,47.56,9070.67,2388.07,520.9,8.4395,23.2459,394,55
233,1413.34,553.49,47.66,9070.71,2388.11,521.63,8.448,23.3894,392,54
234,1412.07,553.31,47.58,9070.14,2388.1,521.42,8.4341,23.2635,394,53
235,1406.42,552.42,47.85,9073.86,2388.12,521.66,8.4699,23.2137,394,52
236,1410.66,553.52,47.63,9068.9,2388.11,521.17,8.4679,23.275,394,51
237,1419.76,552.78,47.65,9069.61,2388.12,520.7,8.4742,23.2618,394,50
238,1413.73,552.98,47.52,9072.97,2388.12,521.34,8.4681,23.1829,394,49
239,1417.49,553.05,47.83,9072.08,2388.12,520.66,8.4318,23.2728,394,48
240,1406.54,553.18,47.66,9077.79,2388.11,521.18,8.482,23.314,393,47
241,1418.33,552.36,47.7,9075.94,2388.13,521.1,8.4423,23.1703,396,46
242,1408.71,553.07,47.54,9078.67,2388.08,521.6,8.4377,23.2157,393,45
243,1411.41,552.71,47.55,9078.11,2388.06,521.05,8.4661,23.2729,395,44
244,1413.04,552.68,47.71,9072.86,2388.14,520.6,8.4785,23.3427,393,43
245,1418.05,552.75,47.75,9081.05,2388.12,521.03,8.4748,23.2067,395,42
246,1420.2,552.57,47.72,9075.07,2388.11,521.27,8.4702,23.27,396,41
247,1413.56,552.46,47.7,9074.98,2388.14,520.61,8.4745,23.2229,394,40
248,1417.22,552.52,47.75,9088.08,2388.12,520.49,8.5015,23.19,392,39
249,1419.19,551.56,47.66,9076.61,2388.13,520.7,8.4615,23.2251,395,38
250,1415.35,553.0,47.79,9076.4,2388.07,520.37,8.4495,23.1868,394,37
251,1418.61,552.01,47.92,9077.39,2388.1,520.99,8.467,23.2506,394,36
252,1422.69,552.51,47.7,9077.59,2388.14,519.98,8.4779,23.2033,394,35
253,1416.12,553.07,47.69,9084.1,2388.12,520.7,8.4662,23.17,394,34
254,1423.55,551.99,47.95,9084.75,2388.15,520.83,8.4604,23.1766,393,33
255,1412.73,553.26,47.67,9082.41,2388.12,520.85,8.4829,23.2282,395,32
256,1421.46,552.68,47.77,9083.63,2388.12,520.67,8.5297,23.2518,395,31
257,1426.94,552.19,48.02,9086.82,2388.14,520.95,8.4847,23.2133,395,30
258,1421.07,552.71,47.66,9082.16,2388.18,520.79,8.4796,23.1194,394,29
259,1416.63,552.58,47.91,9088.69,2388.13,520.52,8.5312,23.1053,395,28
260,1419.41,552.02,47.94,9078.61,2388.04,520.54,8.4766,23.153,392,27
261,1419.92,552.31,48.03,9086.97,2388.13,519.98,8.4775,23.1426,393,26
262,1418.2,553.01,47.82,9079.59,2388.12,520.68,8.467,23.1573,395,25
263,1422.82,552.81,47.91,9079.99,2388.14,521.04,8.5205,23.1446,395,24
264,1424.48,552.17,48.07,9086.82,2388.15,520.47,8.522,23.2342,395,23
265,1420.27,552.45,47.66,9085.7,2388.12,520.27,8.5185,23.0402,395,22
266,1422.54,551.84,47.84,9083.55,2388.16,520.52,8.461,23.1815,397,21
267,1422.12,552.61,47.8,9091.67,2388.15,520.2,8.4596,23.1591,395,20
268,1419.61,552.1,47.96,9085.07,2388.15,520.93,8.5129,23.1937,395,19
269,1419.23,551.28,48.09,9086.7,2388.14,519.74,8.5043,22.9897,395,18
270,1424.27,551.75,48.04,9083.41,2388.12,520.35,8.5204,23.1713,395,17
271,1425.06,551.73,48.14,9088.84,2388.21,519.97,8.5014,22.9721,395,16
272,1426.7,552.44,47.96,9085.04,2388.2,520.56,8.5126,23.1781,395,15
273,1418.55,552.47,47.88,9094.09,2388.2,519.72,8.5098,23.1182,394,14
274,1427.83,551.25,48.07,9089.3,2388.18,519.73,8.488,23.1046,396,13
275,1421.8,551.86,48.02,9094.94,2388.17,520.0,8.5136,23.198,396,12
276,1429.66,551.43,47.98,9087.19,2388.17,520.09,8.5177,23.0895,396,11
277,1424.78,552.45,48.03,9092.92,2388.17,519.93,8.5206,23.0609,395,10
278,1423.67,551.49,47.99,9096.47,2388.24,519.72,8.5285,23.0702,396,9
279,1426.95,551.16,48.13,9096.6,2388.26,519.66,8.5237,23.046,395,8
280,1422.89,551.84,48.12,9101.42,2388.21,519.91,8.4889,23.1462,396,7
281,1424.36,551.44,48.17,9089.18,2388.15,519.48,8.5377,23.0385,398,6
282,1426.87,552.29,48.27,9092.2,2388.18,520.05,8.5149,23.094,397,5
283,1429.67,551.46,48.21,9084.13,2388.2,520.07,8.5199,23.0358,398,4
284,1430.04,551.96,48.18,9089.87,2388.21,519.95,8.5291,23.1196,395,3
285,1431.17,550.85,48.27,9098.67,2388.22,519.91,8.5242,23.1155,396,2
286,1429.57,551.61,48.14,9102.01,2388.22,519.51,8.4932,23.0169,395,1
287,1430.84,551.66,48.12,9109.36,2388.21,519.81,8.5365,23.0848,398,0
1,1398.13,553.96,47.14,9056.95,2388.0,522.24,8.4207,23.3205,391,178
2,1398.62,554.76,47.35,9059.67,2388.01,522.03,8.3949,23.4369,390,177
3,1401.1,554.51,46.94,9050.43,2388.01,522.16,8.382,23.3162,393,176
4,1395.76,554.48,47.44,9060.43,2388.07,522.31,8.394,23.4901,391,175
5,1394.05,554.14,47.16,9054.36,2388.03,522.0,8.4233,23.419,391,174
6,1397.98,554.86,47.12,9048.62,2388.08,522.58,8.4126,23.4656,392,173
7,1405.76,554.29,47.26,9051.91,2388.01,522.08,8.4369,23.4051,393,172
8,1401.86,554.11,47.13,9059.59,2388.06,521.87,8.4197,23.3564,392,171
9,1398.3,554.61,47.16,9060.04,2388.09,522.47,8.4151,23.3873,392,170
10,1400.07,554.28,47.22,9053.42,2388.05,522.4,8.4063,23.3129,392,169
11,1400.59,554.88,47.4,9051.86,2388.01,522.02,8.4237,23.4161,391,168
12,1404.93,553.45,47.17,9049.23,2388.02,522.07,8.3779,23.3028,393,167
13,1403.52,555.25,47.25,9057.09,2388.06,522.26,8.3743,23.3372,390,166
14,1396.35,554.31,47.27,9056.59,2387.99,521.69,8.4339,23.3506,391,165
15,1398.77,554.36,47.15,9058.29,2388.06,522.0,8.4311,23.2825,390,164
16,1392.15,554.17,47.26,9051.12,2387.97,522.25,8.4147,23.4078,391,163
17,1395.76,553.74,47.35,9051.79,2387.99,522.37,8.4018,23.4031,393,162
18,1402.3,554.52,47.38,9055.82,2388.05,521.8,8.4244,23.3709,390,161
19,1402.82,553.99,47.23,9051.22,2387.99,522.18,8.413,23.4505,391,160
20,1394.57,554.54,47.1,9047.08,2388.03,522.29,8.398,23.3357,391,159
21,1398.83,554.32,47.27,9052.89,2387.98,522.67,8.4302,23.3923,392,158
22,1405.28,554.71,47.3,9060.66,2388.02,522.53,8.432,23.4213,392,157
23,1395.59,554.04,47.12,9058.17,2388.05,522.22,8.3839,23.3791,392,156
24,1395.73,554.65,47.26,9047.82,2388.05,521.66,8.3768,23.3903,391,155
25,1390.93,554.21,47.17,9055.08,2387.98,522.15,8.3845,23.4004,391,154
26,1401.63,553.9,47.28,9047.81,2388.05,521.93,8.4062,23.2767,391,153
27,1400.85,554.67,47.17,9058.62,2388.04,521.69,8.4095,23.3769,392,152
28,1400.68,553.51,47.22,9054.91,2388.03,522.27,8.3998,23.4092,392,151
29,1396.05,554.94,47.24,9056.29,2387.99,522.15,8.4387,23.3378,392,150
30,1398.1,554.05,47.23,9051.75,2388.04,522.35,8.3927,23.3824,392,149
31,1393.95,553.06,47.33,9056.38,2388.05,521.92,8.393,23.3272,391,148
32,1400.58,554.32,47.3,9052.73,2388.08,522.11,8.392,23.3545,393,147
33,1403.93,554.27,47.31,9055.13,2387.96,522.1,8.4086,23.4537,392,146
34,1397.47,554.42,47.2,9058.0,2388.05,522.34,8.4035,23.3728,393,145
35,1396.92,554.1,47.26,9058.14,2388.0,522.19,8.3924,23.343,391,144
36,1399.12,554.11,47.33,9059.15,2388.05,522.77,8.3794,23.3414,393,143
37,1396.65,555.28,47.17,9055.79,2388.05,522.14,8.4142,23.2711,394,142
38,1401.83,554.11,47.44,9062.07,2388.05,521.81,8.4094,23.3501,393,141
39,1400.8,554.18,47.1,9056.99,2388.08,522.0,8.3738,23.3514,392,140
40,1403.24,553.75,47.09,9056.52,2388.05,521.84,8.3987,23.4079,392,139
41,1394.92,554.68,47.32,9060.55,2388.07,522.69,8.3682,23.3774,392,138
42,1404.49,554.31,47.31,9058.97,2388.01,522.02,8.3828,23.4412,390,137
43,1401.51,554.18,47.35,9061.97,2388.06,521.7,8.4397,23.3024,392,136
44,1395.48,554.45,47.17,9060.44,2388.03,522.47,8.4259,23.448,391,135
45,1398.33,554.43,47.06,9055.97,2388.06,522.17,8.4342,23.4284,392,134
46,1401.55,554.0,47.38,9067.35,2388.03,521.88,8.4024,23.3352,392,133
47,1395.3,554.82,47.29,9055.04,2388.02,522.2,8.4134,23.4428,393,132
48,1392.94,554.41,47.32,9054.47,2387.95,521.88,8.4199,23.406,392,131
49,1396.11,554.28,47.33,9051.92,2388.05,522.28,8.3716,23.3813,392,130
50,1402.64,553.87,47.27,9056.79,2388.03,522.07,8.4054,23.4013,391,129
51,1401.05,554.15,47.14,9054.5,2388.04,522.18,8.4004,23.3874,392,128
52,1404.99,554.39,47.36,9061.17,2388.07,522.73,8.3954,23.4006,392,127
53,1399.78,554.54,47.21,9065.15,2388.03,522.54,8.4046,23.3824,391,126
54,1407.04,554.28,47.45,9054.67,2388.05,522.19,8.3958,23.4086,391,125
55,1399.08,554.34,47.22,9058.13,2388.03,522.09,8.4135,23.4306,393,124
56,1403.97,554.47,47.14,9057.83,2388.02,522.08,8.4042,23.4319,394,123
57,1398.55,553.99,47.28,9058.76,2388.09,522.06,8.4128,23.366,392,122
58,1403.99,553.58,47.35,9055.97,2388.04,521.85,8.4032,23.3982,392,121
59,1397.56,553.88,47.22,9056.23,2388.07,522.85,8.4039,23.388,390,120
60,1405.66,553.34,47.47,9051.65,2388.05,522.23,8.4616,23.2905,394,119
61,1392.35,554.01,47.26,9063.57,2388.06,521.8,8.4046,23.3697,393,118
62,1403.57,553.67,47.28,9058.94,2388.04,522.16,8.417,23.4182,393,117
63,1398.98,554.61,47.27,9052.2,2388.03,522.27,8.4241,23.3903,393,116
64,1404.68,553.9,47.24,9061.33,2388.07,522.24,8.4227,23.3791,393,115
65,1400.69,554.63,47.29,9057.61,2387.98,522.25,8.4379,23.4958,392,114
66,1397.9,553.79,47.31,9059.8,2388.03,522.15,8.4032,23.432,391,113
67,1403.87,553.84,47.29,9060.7,2388.03,521.81,8.419,23.4697,392,112
68,1400.37,554.43,47.31,9056.56,2387.99,522.14,8.4005,23.3725,392,111
69,1404.2,555.14,47.24,9061.76,2388.03,521.69,8.4404,23.3595,392,110
70,1397.09,553.8,47.44,9067.14,2387.97,521.88,8.4183,23.4527,392,109
71,1401.19,554.59,47.43,9063.98,2388.07,522.0,8.3895,23.3944,392,108
72,1389.86,554.25,47.48,9052.95,2388.03,521.66,8.4042,23.293,392,107
73,1400.06,554.31,47.23,9062.66,2388.04,523.18,8.406,23.4922,392,106
74,1405.76,554.4,47.14,9060.23,2388.04,521.78,8.4211,23.3845,392,105
75,1406.98,553.73,47.25,9059.09,2387.99,522.24,8.4043,23.41,392,104
76,1405.34,553.91,47.35,9062.69,2388.06,522.25,8.3813,23.4065,392,103
77,1405.99,554.08,47.16,9069.75,2388.06,522.52,8.4375,23.4131,393,102
78,1400.53,553.62,47.38,9064.15,2388.09,521.57,8.4174,23.3301,390,101
79,1403.49,553.6,47.28,9063.54,2388.0,522.72,8.384,23.3451,393,100
80,1405.37,553.21,47.34,9062.23,2387.99,521.97,8.3935,23.5181,392,99
81,1402.65,553.88,47.46,9056.0,2387.96,521.34,8.4145,23.3728,391,98
82,1400.4,553.7,47.22,9071.16,2388.05,522.16,8.4089,23.3822,393,97
83,1398.73,553.79,47.51,9062.92,2388.01,522.02,8.3789,23.4426,393,96
84,1400.62,554.01,47.51,9062.78,2388.06,522.19,8.3901,23.3873,392,95
85,1414.11,554.09,47.25,9067.15,2388.07,521.84,8.3949,23.314,391,94
86,1401.01,553.83,47.37,9067.61,2388.06,522.19,8.4188,23.3333,393,93
87,1402.17,554.11,47.32,9063.48,2388.02,522.1,8.3939,23.3373,391,92
88,1400.09,553.59,47.33,9067.17,2388.01,521.9,8.4078,23.2656,393,91
89,1404.14,555.01,47.39,9066.64,2388.02,521.93,8.4044,23.3864,394,90
90,1406.26,554.58,47.4,9068.61,2388.08,521.92,8.3972,23.2711,393,89
91,1399.5,553.72,47.38,9058.01,2388.01,521.83,8.4327,23.3909,393,88
92,1400.27,553.5,47.39,9066.58,2387.97,521.96,8.373,23.4344,391,87
93,1409.21,553.83,47.43,9070.02,2388.09,521.6,8.4032,23.2352,392,86
94,1401.08,554.76,47.48,9069.01,2388.01,521.94,8.4166,23.4437,392,85
95,1406.13,554.41,47.32,9063.16,2388.05,521.79,8.4012,23.4594,392,84
96,1400.62,554.08,47.31,9065.97,2388.0,521.48,8.4333,23.378,393,83
97,1408.05,554.13,47.41,9066.74,2388.05,522.71,8.4313,23.3339,393,82
98,1403.62,553.85,47.35,9066.24,2388.06,521.93,8.4405,23.2921,392,81
99,1398.72,553.82,47.37,9067.95,2388.06,522.06,8.4388,23.3834,392,80
100,1404.16,554.94,47.3,9071.46,2388.05,522.01,8.4212,23.3073,390,79
101,1405.55,554.34,47.42,9067.93,2388.07,522.6,8.4112,23.3883,392,78
102,1408.84,553.87,47.39,9068.94,2388.03,521.95,8.3913,23.3669,392,77
103,1395.4,553.38,47.48,9075.57,2388.03,522.05,8.4025,23.3251,391,76
104,1403.37,554.63,47.44,9070.59,2388.04,521.66,8.4345,23.2958,393,75
105,1397.73,553.69,47.32,9062.39,2388.04,521.73,8.4312,23.321,392,74
106,1405.62,554.31,47.32,9074.76,2388.04,522.11,8.4098,23.3755,392,73
107,1410.67,553.57,47.45,9071.53,2388.04,521.79,8.4326,23.3666,392,72
108,1405.94,553.52,47.25,9068.9,2388.05,521.48,8.4371,23.4032,392,71
109,1402.77,554.91,47.32,9073.77,2388.05,521.59,8.4285,23.2637,392,70
110,1403.14,554.15,47.41,9075.03,2388.05,521.46,8.4157,23.2577,393,69
111,1401.73,553.74,47.41,9070.35,2387.99,522.09,8.4242,23.3791,394,68
112,1400.61,553.64,47.41,9067.74,2388.03,521.35,8.4176,23.314,393,67
113,1408.52,554.0,47.41,9071.48,2388.05,522.28,8.4318,23.3993,393,66
114,1407.81,554.04,47.18,9076.18,2388.02,521.68,8.4222,23.3687,392,65
115,1400.56,553.54,47.53,9076.34,2388.08,521.6,8.4566,23.3428,393,64
116,1407.84,553.54,47.36,9068.22,2387.99,521.91,8.4083,23.4147,392,63
117,1402.28,553.84,47.48,9086.93,2388.04,521.74,8.423,23.4284,391,62
118,1408.53,553.52,47.44,9076.02,2388.05,522.37,8.4675,23.2813,392,61
119,1398.22,553.47,47.53,9075.77,2388.05,521.72,8.4442,23.2826,393,60
120,1408.79,553.63,47.35,9075.42,2388.03,521.47,8.4458,23.3816,391,59
121,1413.79,553.75,47.48,9082.5,2388.01,521.77,8.4103,23.2834,392,58
122,1406.06,553.77,47.43,9084.14,2388.05,521.94,8.413,23.2005,393,57
123,1408.04,554.28,47.56,9079.55,2388.03,522.27,8.4506,23.4,394,56
124,1405.29,553.12,47.31,9083.78,2388.1,521.32,8.4264,23.3056,394,55
125,1405.04,553.25,47.34,9081.3,2388.06,521.86,8.464,23.2509,394,54
126,1409.96,554.41,47.41,9076.07,2388.11,521.56,8.4597,23.2845,394,53
127,1395.95,554.01,47.54,9088.03,2388.09,521.42,8.437,23.2823,392,52
128,1409.32,553.67,47.55,9084.04,2388.07,522.15,8.4587,23.3247,394,51
129,1405.91,553.56,47.33,9091.26,2388.04,522.43,8.43,23.2454,393,50
130,1410.11,553.51,47.53,9089.67,2388.09,521.55,8.4656,23.322,392,49
131,1406.13,553.7,47.44,9085.91,2388.02,521.22,8.4311,23.2491,394,48
132,1408.51,553.0,47.57,9095.25,2388.03,521.22,8.4631,23.3883,394,47
133,1409.48,553.52,47.47,9089.42,2388.0,521.44,8.4447,23.3143,394,46
134,1406.61,554.21,47.64,9091.09,2388.07,521.6,8.4601,23.208,393,45
135,1407.5,553.69,47.54,9089.64,2388.06,521.63,8.4512,23.3407,393,44
136,1405.41,553.83,47.6,9097.15,2388.09,521.37,8.4234,23.272,395,43
137,1409.77,554.36,47.33,9097.8,2388.03,521.66,8.4339,23.244,394,42
138,1407.3,553.57,47.52,9097.97,2388.05,521.91,8.4614,23.2957,393,41
139,1415.14,553.81,47.53,9089.36,2388.07,521.71,8.4823,23.3022,393,40
140,1414.46,553.12,47.39,9089.2,2388.0,521.33,8.4544,23.2051,394,39
141,1412.02,553.08,47.66,9098.7,2388.04,521.7,8.4394,23.2201,394,38
142,1413.05,552.85,47.69,9098.87,2388.06,521.23,8.4786,23.3298,394,37
143,1402.45,553.0,47.56,9101.3,2388.08,521.36,8.4217,23.3126,394,36
144,1416.18,552.94,47.49,9101.55,2388.07,521.33,8.4587,23.2089,391,35
145,1403.51,553.55,47.47,9105.53,2388.03,521.27,8.4219,23.2711,394,34
146,1413.64,553.85,47.43,9109.59,2388.03,521.16,8.458,23.331,393,33
147,1411.55,553.79,47.62,9109.19,2388.02,521.37,8.4965,23.3225,396,32
148,1421.05,553.37,47.5,9112.94,2388.09,521.1,8.4426,23.2463,394,31
149,1414.51,552.71,47.64,9113.8,2388.06,521.18,8.4499,23.3094,394,30
150,1407.58,553.35,47.78,9108.76,2388.12,521.77,8.4995,23.2518,393,29
151,1420.87,552.82,47.61,9117.82,2388.04,521.26,8.442,23.2479,393,28
152,1411.65,553.59,47.66,9116.1,2388.02,520.99,8.4818,23.3026,395,27
153,1416.95,553.63,47.63,9114.32,2388.14,521.06,8.4479,23.1607,395,26
154,1414.53,553.26,47.63,9123.01,2388.0,521.48,8.4483,23.1781,393,25
155,1413.92,553.47,47.69,9130.48,2388.01,521.28,8.462,23.2262,395,24
156,1411.91,553.03,47.67,9121.93,2388.04,521.1,8.4749,23.1933,396,23
157,1414.01,552.54,47.82,9126.88,2388.07,521.11,8.4683,23.0792,395,22
158,1421.83,553.21,47.74,9134.44,2388.07,521.26,8.4977,23.1803,394,21
159,1415.2,553.19,47.72,9127.25,2388.04,521.08,8.4882,23.1906,394,20
160,1415.88,553.16,47.76,9131.44,2388.13,521.16,8.4458,23.2144,393,19
161,1416.4,552.82,47.68,9146.21,2388.09,520.48,8.4779,23.19,394,18
162,1420.33,552.97,47.89,9134.86,2388.04,521.51,8.4726,23.0617,393,17
163,1422.22,553.11,47.58,9142.78,2388.13,521.34,8.4766,23.1448,394,16
164,1416.56,552.81,47.81,9143.64,2388.06,520.78,8.5019,23.0846,395,15
165,1416.31,552.94,47.97,9150.46,2388.09,521.1,8.4846,23.123,396,14
166,1419.27,552.56,47.79,9153.66,2388.08,520.98,8.5133,23.1578,395,13
167,1415.96,551.95,47.97,9149.93,2388.11,520.47,8.4815,23.147,396,12
168,1422.59,552.04,47.93,9154.65,2388.1,520.75,8.5141,23.2036,395,11
169,1424.39,552.76,47.9,9157.05,2388.14,520.19,8.4936,23.1723,395,10
170,1428.52,553.34,48.14,9159.3,2388.13,520.62,8.4758,23.1829,395,9
171,1419.33,551.57,47.91,9170.51,2388.15,520.75,8.5011,23.1225,395,8
